timestamp_utc	step	command	exit_code	result	log_path
2026-02-16T02:44:16Z	targeted_shell_syntax	bash -n tools/check-release-tag-discipline.sh tools/collect_release_evidence.sh	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-shell-syntax.log
2026-02-16T02:44:16Z	targeted_release_tag_discipline_pass	bash tools/check-release-tag-discipline.sh --tag v0.1.0	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-release-tag-discipline-pass.log
2026-02-16T02:44:16Z	targeted_release_tag_discipline_expected_fail	bash tools/check-release-tag-discipline.sh --tag v0.1.0 --release-notes <incomplete-temp-file> (expect fail)	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-release-tag-discipline-expected-fail.log
2026-02-16T02:44:16Z	targeted_signed_tag_prepared	git -c gpg.format=ssh -c user.signingkey=<repo-gitdir>/gate1-signing/ci_signing_key tag -s v0.1.0 -m 'v0.1.0'	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-signed-tag-prepared.log
2026-02-16T02:44:16Z	targeted_signed_tag_has_signature_material	git cat-file -p v0.1.0 | rg '^-----BEGIN (PGP|SSH) SIGNATURE-----$'	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-signed-tag-has-signature-material.log
2026-02-16T02:44:16Z	targeted_collector_create_pack	bash tools/collect_release_evidence.sh --tag v0.1.0 --allow-existing	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-collector-create-pack.log
2026-02-16T02:44:16Z	targeted_collector_immutable_expected_fail	bash tools/collect_release_evidence.sh --tag v0.1.0 (expect immutable overwrite failure)	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-targeted-collector-immutable-expected-fail.log
2026-02-16T02:44:16Z	full_ci_release_tag_enforcement_present	rg -n "tags: ['v*']|release-tag-discipline|check-release-tag-discipline.sh" .github/workflows/ci.yml	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-full-ci-release-tag-enforcement-present.log
2026-02-16T02:44:16Z	full_sbom_retention_and_provenance_present	rg -n "SBOM_RETENTION_DAYS|retention-days|attest-build-provenance|softprops/action-gh-release|check-release-tag-discipline.sh" .github/workflows/release-sbom.yml	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-full-sbom-retention-and-provenance-present.log
2026-02-16T02:44:16Z	full_collector_path_determinism	test collector output path == collector-packs/v0.1.0/<tag-object-sha>-<commit-sha>	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-full-collector-path-determinism.log
2026-02-16T02:44:16Z	full_collector_manifest_verifies	(cd <collector-pack> && sha256sum -c manifest.sha256)	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024416Z-full-collector-manifest-verifies.log
2026-02-16T02:44:17Z	full_release_doc_alignment	rg -n "check-release-tag-discipline|collect_release_evidence|SBOM Retention Policy|release_notes/vX.Y.Z" RELEASE.md	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-full-release-doc-alignment.log
2026-02-16T02:44:17Z	integrity_jq_validate_gate_tracker	jq -e . docs/audits/2026-02-12-prod-readiness/gate-tracker.json	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-jq-validate-gate-tracker.log
2026-02-16T02:44:17Z	integrity_matrix_timestamp_exitcode_check	awk validate command-matrix-status.tsv timestamp_utc format + numeric exit_code	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-matrix-timestamp-exitcode-check.log
2026-02-16T02:44:17Z	integrity_artifact_paths_exist	shell existence check over Gate 1 referenced artifacts	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-artifact-paths-exist.log
2026-02-16T02:44:17Z	integrity_no_stub_tokens	rg -n -i '\b(TODO|TBD|XXX)\b' gate-1 evidence docs (expect no matches)	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-no-stub-tokens.log
2026-02-16T02:44:17Z	integrity_refresh_timestamps_consistent	rg verify 2026-02-16T02:41:23Z in tracker/ledger/summary	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-refresh-timestamps-consistent.log
2026-02-16T02:44:17Z	integrity_readme_logs_exist	check all command-logs paths listed in gate-1 README exist	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024417Z-integrity-readme-logs-exist.log
2026-02-16T02:44:56Z	integrity_readme_logs_exist_post_index_update	check all command-logs paths listed in gate-1 README exist	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024456Z-integrity-readme-logs-exist-post-index-update.log
2026-02-16T02:44:56Z	integrity_no_stub_tokens_post_index_update	rg -n -i '\b(TODO|TBD|XXX)\b' gate-1 evidence docs (expect no matches)	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-16T024456Z-integrity-no-stub-tokens-post-index-update.log
2026-02-18T18:29:44Z	external_push_branch	git push -u origin codex/prod-go-closure-batch3	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-18T182944Z-external-push-branch.log
2026-02-18T18:29:47Z	external_recreate_signed_tag_v0_1_0	git tag -d v0.1.0 && git -c gpg.format=ssh -c user.signingkey=<key> tag -s v0.1.0	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-18T182947Z-external-recreate-signed-tag-v0-1-0.log
2026-02-18T18:29:48Z	external_push_tag_v0_1_0	git push origin refs/tags/v0.1.0	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-18T182948Z-external-push-tag-v0-1-0.log
2026-02-18T18:29:49Z	external_locate_release_sbom_run	gh run list --workflow release-sbom.yml --event push (match head sha)	1	FAIL	release_evidence/2026-02-12-prod-readiness/gate-1/command-logs/2026-02-18T182949Z-external-locate-release-sbom-run.log
